 Persistent EPS in the Last Four Seasons, Net Income to Total Assets, Per Share Net profit before tax (Yuan ¥), Net profit before tax/Paid-in capital, ROA(C) before interest and depreciation before interest, ROA(B) before interest and depreciation after tax, ROA(A) before interest and % after tax, Debt ratio %,Class
21,80,17,17,48,53,54,5,0
22,81,18,17,49,54,56,10,0
21,79,17,16,48,54,54,17,0
22,80,17,17,50,55,55,12,0
25,83,20,20,54,59,59,10,0
25,83,21,21,54,58,60,15,0
23,81,19,18,51,56,57,16,0
22,81,18,18,51,56,56,10,0
22,81,17,17,51,56,56,8,0
21,79,17,17,47,53,53,17,0
22,81,17,17,51,56,56,12,0
22,80,17,17,48,53,54,21,0
23,81,19,18,54,58,58,10,0
27,85,22,22,59,63,64,11,0
20,77,15,15,42,48,49,14,0
23,81,18,18,53,57,56,15,0
22,80,18,18,49,54,55,16,0
22,80,17,17,50,55,55,19,0
29,85,25,25,63,66,63,13,0
23,81,18,18,52,56,57,17,0
27,84,22,22,57,61,62,8,0
23,81,19,18,51,55,56,17,0
21,79,16,16,45,51,52,8,0
22,82,18,18,51,56,57,10,0
24,82,19,19,52,57,58,14,0
24,84,19,19,58,64,64,14,0
24,83,20,20,55,59,60,7,0
22,81,18,18,51,56,56,11,0
26,86,21,21,62,65,66,10,0
22,79,17,17,48,53,54,19,1
22,80,18,18,49,54,55,11,0
22,80,17,17,47,53,55,12,0
21,79,17,16,47,53,53,16,0
22,81,18,17,49,54,56,6,0
22,80,17,17,50,55,54,15,0
23,81,19,18,51,55,57,15,0
21,79,17,17,47,52,53,11,0
20,78,16,16,46,51,51,17,0
21,79,17,16,47,52,53,8,0
22,79,17,17,49,54,53,5,0
22,80,17,17,48,53,54,16,0
24,82,19,19,52,57,57,14,0
21,78,15,15,48,54,51,19,0
22,80,18,18,50,55,55,13,0
22,80,17,17,51,56,54,15,0
23,81,19,19,51,56,57,8,0
19,74,14,14,43,47,45,17,0
26,83,22,22,56,60,61,15,0
22,80,18,17,49,54,55,15,0
26,84,22,22,56,60,61,15,0
24,82,20,19,53,57,59,8,0
22,79,17,17,48,54,53,14,0
22,80,18,18,48,53,55,19,0
24,81,20,19,53,57,58,17,0
21,80,17,17,47,53,54,7,0
25,82,20,20,53,58,59,16,0
20,75,14,14,44,50,47,16,0
23,82,19,18,52,56,57,11,0
20,78,16,16,46,51,52,15,0
24,81,20,20,51,55,56,15,0
25,81,20,20,52,58,57,13,0
23,82,19,18,53,57,58,13,0
21,80,17,17,49,54,54,15,0
26,85,22,21,60,63,64,10,0
25,85,21,21,59,62,63,11,0
22,81,18,18,51,55,56,10,0
24,82,19,19,55,59,59,15,0
22,80,17,17,52,56,55,9,0
24,82,20,19,54,58,59,10,0
25,83,20,20,54,59,60,14,0
21,79,17,17,50,55,54,13,0
24,83,19,19,54,59,59,14,0
24,84,19,19,56,61,61,5,0
23,81,19,19,51,55,56,13,0
22,80,17,17,50,55,56,8,0
28,85,24,24,65,67,67,15,0
22,81,18,18,51,56,56,15,0
21,80,17,17,48,52,54,13,0
22,80,17,17,48,54,55,6,0
20,77,15,15,43,49,50,14,0
22,80,17,17,48,53,54,18,0
24,82,19,19,51,56,58,9,0
25,83,21,21,53,57,60,13,0
22,81,18,18,50,55,56,15,0
22,81,18,18,51,56,56,9,0
21,79,16,16,48,54,52,10,0
20,77,15,15,45,49,50,17,0
23,82,19,18,54,58,59,7,0
23,80,18,18,49,54,55,21,0
20,78,16,16,46,52,52,17,0
25,84,21,21,58,62,62,7,0
22,81,18,18,50,54,56,15,0
22,80,17,17,50,55,54,14,0
21,79,16,16,46,52,53,15,0
20,78,15,15,47,51,50,21,0
31,85,27,26,61,65,63,11,0
23,81,18,18,51,55,56,18,0
28,84,24,24,57,61,62,7,0
23,81,19,19,51,55,57,16,0
19,75,15,15,40,45,46,7,0
22,82,18,18,52,57,57,6,0
23,82,18,18,52,57,57,11,0
27,87,22,22,62,68,68,7,0
24,83,20,19,54,58,60,8,0
22,81,18,18,50,55,56,14,0
23,83,19,18,54,59,59,10,0
23,80,19,19,49,54,57,20,1
21,79,17,16,46,52,53,19,1
23,81,18,18,50,55,55,12,0
22,80,18,17,48,53,55,10,0
20,78,16,16,47,51,52,16,0
22,81,18,17,49,54,55,7,0
21,80,17,17,49,54,54,16,0
23,81,18,18,50,55,56,14,0
21,80,17,17,47,52,53,11,0
20,79,17,16,47,51,53,17,0
21,79,16,16,46,52,53,7,0
21,81,17,17,49,53,56,5,0
22,80,18,17,49,54,55,18,0
22,81,18,18,50,56,55,14,0
21,79,17,17,50,55,53,18,0
22,80,17,17,50,55,54,14,0
22,80,17,17,50,56,54,17,0
23,81,18,18,49,55,56,8,0
20,77,16,16,45,50,50,16,0
25,82,21,21,54,58,59,14,0
23,82,19,18,51,56,57,14,0
27,84,23,23,57,61,62,14,0
23,82,19,19,50,54,58,6,0
24,82,19,19,52,57,58,14,0
23,81,18,18,49,54,56,15,0
23,81,19,19,50,55,56,18,0
22,81,18,18,50,55,56,7,0
20,78,16,16,46,51,52,16,0
21,79,17,17,47,52,53,17,0
25,84,20,20,56,60,61,10,0
21,79,17,16,47,53,53,14,0
26,84,22,21,54,59,60,10,0
26,82,21,21,55,60,58,11,0
22,81,18,18,52,56,57,11,0
20,78,16,16,47,53,52,15,0
23,82,18,18,51,56,57,7,0
22,80,17,17,49,54,55,9,0
23,82,19,19,53,58,58,15,0
22,80,17,17,52,56,55,10,0
24,83,20,19,54,58,60,9,0
26,84,22,22,56,60,62,13,0
25,83,21,21,55,59,59,17,0
19,77,15,15,46,51,49,14,0
24,82,19,19,53,59,59,16,0
25,86,20,20,58,64,65,4,0
18,77,14,14,44,49,50,16,0
23,83,18,18,55,59,59,9,0
26,84,20,20,55,62,62,13,0
22,80,17,17,50,55,55,13,0
20,78,16,16,45,49,51,19,0
22,80,17,17,48,53,54,5,0
21,80,17,16,46,52,53,11,0
23,81,18,18,50,56,57,17,0
21,80,17,16,46,52,53,8,0
24,83,21,21,52,56,61,11,0
23,81,18,18,51,55,56,15,0
22,81,18,17,50,55,55,10,0
21,79,17,17,49,53,53,12,0
22,80,17,17,49,54,54,13,0
22,80,17,17,49,54,55,6,0
23,81,19,18,49,54,56,18,0
20,77,16,15,46,51,50,15,0
24,83,20,20,56,60,61,5,0
22,81,18,18,50,55,56,12,0
21,80,17,17,49,54,54,14,0
20,78,16,16,45,51,52,15,0
19,77,14,14,45,50,49,23,0
29,83,25,25,58,62,60,10,0
23,81,19,18,51,56,57,16,0
27,83,23,23,55,59,60,7,0
24,82,20,20,52,56,57,15,0
21,80,17,17,48,53,55,7,0
24,83,19,19,55,60,60,8,0
24,83,19,19,55,59,60,11,0
27,86,23,22,61,66,66,6,0
25,84,20,20,56,60,62,8,0
23,82,18,18,51,57,57,13,0
24,84,20,19,55,61,61,10,0
19,73,15,15,40,44,44,11,1
20,79,16,16,46,51,52,17,1
23,81,18,18,49,54,55,13,0
22,81,18,18,48,53,55,10,0
20,78,16,16,46,50,52,17,0
23,81,18,18,50,55,57,7,0
22,80,17,17,50,55,54,16,0
22,81,18,18,49,54,56,13,0
21,80,17,17,47,52,54,11,0
20,79,16,16,46,50,52,16,0
19,71,15,15,33,38,42,2,0
22,81,17,17,49,54,55,6,0
24,83,19,19,53,57,59,16,0
23,81,18,18,52,56,56,13,0
23,80,18,18,51,57,55,17,0
22,80,17,17,50,54,54,14,0
21,80,17,17,50,55,54,18,0
23,81,18,18,49,54,55,7,0
20,78,17,16,47,51,51,16,0
25,81,20,20,53,57,57,18,0
22,81,18,18,50,55,57,12,0
27,84,23,23,58,61,62,11,0
23,82,19,19,51,56,57,7,0
23,81,19,19,51,55,56,12,0
23,82,19,19,51,56,57,13,0
22,80,18,18,50,54,55,18,0
24,82,19,19,51,58,59,13,0
18,75,14,14,41,46,46,17,0
22,80,18,18,49,54,55,17,0
25,84,21,20,57,60,62,10,0
22,81,18,18,51,56,56,10,0
25,82,20,20,52,57,58,11,0
24,82,19,19,54,59,57,11,0
22,81,18,18,50,54,56,8,0
21,79,17,16,48,54,54,18,0
22,81,18,17,51,56,57,6,0
22,80,18,18,50,53,54,13,0
22,81,17,17,51,55,55,8,0
25,84,21,20,57,60,62,7,0
27,84,23,23,56,60,61,14,0
24,83,21,20,55,59,60,10,0
23,81,19,19,53,57,57,14,0
22,80,17,17,51,57,55,12,0
25,82,20,20,54,59,60,17,0
25,85,20,20,58,62,63,5,0
19,77,14,15,44,49,50,15,0
22,81,18,18,51,56,57,9,0
24,83,20,20,57,60,60,11,0
22,81,18,17,50,55,56,13,0
20,79,16,16,46,50,52,18,0
22,80,17,17,49,54,55,6,0
21,80,17,17,47,52,53,12,0
23,82,19,18,51,56,57,16,0
21,79,17,17,46,51,53,7,0
24,81,20,20,52,56,57,14,0
22,80,18,17,49,54,55,15,0
22,81,18,18,52,56,57,9,0
22,80,17,17,50,55,54,9,0
21,79,17,17,47,52,53,12,0
22,81,17,17,50,55,56,3,0
24,81,19,19,51,56,57,15,0
19,76,15,15,43,48,47,13,0
26,84,21,21,57,62,62,7,0
22,80,17,17,48,53,55,15,0
22,81,18,18,51,56,56,13,0
22,80,17,17,48,53,54,15,0
19,77,15,15,45,50,50,23,0
30,83,26,26,58,62,61,11,0
23,81,18,18,51,56,57,15,0
27,83,23,23,55,58,60,7,0
24,82,20,20,52,56,57,14,0
22,78,16,16,49,54,51,9,0
24,83,20,20,56,60,60,8,0
23,83,19,19,54,58,59,10,0
27,85,22,22,58,63,63,8,0
25,84,21,21,58,61,62,9,0
23,81,18,18,51,56,56,15,0
25,84,20,20,56,61,61,11,0
19,77,14,14,47,52,49,18,1
16,72,12,12,43,46,44,24,1
22,80,18,18,48,53,54,14,0
22,80,17,17,48,54,55,12,0
20,77,15,15,45,50,49,18,0
23,81,18,18,50,55,56,6,0
21,79,16,16,48,53,53,16,0
22,80,17,17,48,54,55,14,0
20,78,16,16,45,49,51,13,0
19,74,14,14,42,47,45,19,0
16,22,13,13,0,0,0,18,0
22,81,17,17,50,55,56,5,0
24,82,20,20,54,58,59,16,0
22,80,17,17,50,55,54,14,0
22,80,17,17,52,56,54,16,0
23,80,17,17,52,56,54,14,0
21,79,17,17,51,56,54,17,0
23,81,18,18,49,54,55,5,0
21,80,17,16,47,53,54,15,0
23,79,17,17,50,55,54,21,0
21,79,17,17,48,53,53,15,0
25,82,21,21,54,58,59,12,0
22,81,18,17,48,54,55,4,0
21,79,16,16,47,52,52,12,0
24,82,20,19,54,58,59,13,0
20,78,15,15,47,52,51,22,0
22,80,17,17,48,53,54,12,0
15,84,20,20,38,40,60,10,0
20,78,16,16,46,51,52,15,0
25,83,20,20,55,59,60,11,0
21,80,17,17,50,55,54,4,0
24,82,19,19,51,56,57,10,0
22,80,18,18,53,57,55,9,0
20,78,16,16,45,50,51,13,0
21,79,16,16,49,54,53,17,0
20,76,15,15,43,48,48,6,0
22,81,18,18,51,56,56,7,0
25,83,20,20,55,58,60,9,0
25,80,19,19,54,58,55,13,0
23,82,19,19,52,56,57,6,0
22,80,18,18,51,55,55,16,0
21,79,17,16,47,52,53,17,0
21,80,17,17,49,54,54,11,0
21,79,17,16,50,55,54,14,0
25,82,20,20,53,57,58,18,0
24,83,20,20,56,59,60,4,0
16,74,13,12,40,45,46,16,0
22,81,18,17,51,55,56,8,0
24,83,20,19,56,59,60,10,0
22,79,17,17,48,53,54,24,0
22,81,18,18,51,56,57,12,0
22,80,17,17,48,53,55,13,0
22,80,17,17,48,53,53,8,0
21,79,16,16,48,53,52,15,0
22,80,17,17,48,53,54,17,0
21,78,15,15,47,52,50,7,0
24,81,19,19,50,55,56,14,0
22,80,17,17,49,54,55,14,0
22,81,18,18,52,56,56,9,0
20,76,15,15,44,48,48,10,0
20,77,16,16,45,49,49,9,0
20,78,16,16,45,50,51,3,0
22,80,18,18,49,53,55,14,0
20,75,16,16,43,47,46,8,0
25,83,20,20,56,60,60,7,0
23,81,19,18,51,55,57,16,0
22,80,17,17,49,54,54,13,0
21,79,17,16,47,52,53,14,0
18,74,14,14,44,47,46,26,0
27,82,22,22,55,59,57,11,0
21,79,17,17,48,52,54,14,0
25,81,20,20,51,55,57,6,0
23,81,19,19,51,55,56,12,0
21,80,17,17,48,53,53,6,0
23,82,18,18,53,58,58,10,0
25,83,20,20,54,59,59,6,0
23,82,19,19,53,57,59,8,0
22,81,18,18,50,55,56,16,0
17,72,10,10,36,45,41,20,0
20,79,17,17,47,53,54,16,1
20,78,16,16,44,49,51,17,0
22,82,18,18,49,55,59,10,0
22,82,18,18,49,55,59,7,0
21,79,17,16,48,54,53,8,0
21,79,17,16,47,52,53,12,0
21,80,17,17,48,53,55,6,0
21,82,18,18,47,52,58,6,0
21,81,17,17,49,54,55,5,0
20,78,15,15,45,51,51,14,0
21,80,17,17,48,54,54,8,0
23,81,18,18,51,56,56,12,0
21,80,17,16,48,54,54,13,0
22,80,17,17,50,54,55,9,0
18,76,15,15,39,43,48,15,1
20,78,16,16,45,50,51,18,0
21,80,17,17,47,52,55,10,0
20,78,16,16,45,50,51,7,0
21,77,15,15,46,52,49,7,0
21,79,17,16,47,52,54,11,0
21,80,17,17,47,53,54,6,0
20,78,16,16,45,50,52,6,0
21,80,17,17,49,53,55,9,0
20,79,16,16,46,51,52,15,0
20,78,16,16,46,52,52,8,0
22,81,18,18,50,55,57,12,0
21,79,17,16,48,54,54,14,0
22,80,17,17,50,54,55,10,0
17,76,13,13,43,48,48,23,1
21,79,17,17,47,53,53,16,0
17,70,13,13,36,40,39,14,0
21,80,17,17,47,53,54,5,0
22,79,16,16,49,54,52,4,0
22,80,17,17,48,54,55,11,0
22,81,17,17,49,55,55,4,0
22,82,18,18,51,55,57,4,0
23,82,18,18,50,55,57,7,0
21,79,17,16,50,54,53,15,0
22,80,17,17,49,54,54,13,0
21,79,17,17,47,52,53,16,0
21,79,17,17,48,54,53,11,0
22,80,18,18,49,54,56,20,0
21,80,17,17,48,53,54,6,0
21,80,17,17,48,53,54,18,1
21,80,17,17,47,52,54,15,0
19,75,15,15,41,45,46,21,0
21,80,17,17,47,52,54,7,0
21,82,18,17,48,53,57,4,0
21,79,17,17,47,52,53,11,0
22,81,18,17,49,54,56,4,0
22,83,19,19,50,54,59,4,0
22,81,18,18,50,55,56,5,0
23,81,18,18,52,56,57,13,0
20,78,16,16,45,50,52,14,0
21,79,17,16,47,52,53,16,0
21,79,16,16,48,53,53,11,0
21,80,17,17,48,53,54,17,0
20,75,15,15,41,45,47,7,0
22,81,18,18,50,56,56,4,0
22,81,17,17,51,56,57,9,0
21,80,17,17,49,54,54,11,0
21,80,17,17,48,54,55,11,0
19,75,15,15,43,47,46,13,1
22,82,18,18,52,56,57,3,0
20,75,15,15,44,49,46,12,0
21,79,17,17,48,53,54,11,0
20,79,16,16,46,52,53,11,0
20,76,16,16,43,48,49,0,1
22,81,18,18,50,55,56,2,0
22,81,18,18,51,56,57,8,0
21,80,17,17,48,53,54,10,0
21,80,17,17,48,53,54,9,0
19,76,15,15,44,48,49,17,1
21,79,17,17,49,54,55,17,1
22,80,17,17,48,55,56,20,1
16,70,13,13,36,39,40,15,1
22,81,18,18,49,55,56,7,0
23,81,18,18,52,58,57,10,0
21,79,16,16,48,53,53,15,0
22,81,17,17,51,56,56,6,0
22,80,17,17,49,54,55,11,0
20,78,16,16,45,51,51,13,0
22,80,18,17,49,54,55,13,0
22,80,17,17,50,56,55,11,0
20,78,16,16,45,51,52,12,0
21,80,17,17,49,54,55,15,0
18,73,14,14,38,42,43,8,0
23,82,18,18,51,57,58,6,0
22,80,18,18,50,56,56,16,0
22,80,18,17,49,54,56,16,0
22,81,18,18,51,56,57,11,0
22,80,17,17,50,55,56,12,0
22,81,18,18,50,55,56,13,0
21,79,17,16,48,53,54,20,0
22,80,17,17,50,54,55,13,0
21,79,16,16,48,53,54,22,0
19,77,15,15,44,50,51,19,0
20,78,16,16,47,52,53,21,0
22,81,18,17,51,56,56,13,0
23,81,18,18,51,56,57,20,0
22,81,18,17,52,57,57,10,0
22,80,18,18,50,55,55,18,0
22,80,17,17,49,55,55,18,0
23,81,18,18,52,57,57,15,0
22,80,17,17,49,54,55,19,0
22,80,18,17,51,56,57,16,0
21,79,17,16,48,53,54,20,1
19,77,15,15,46,51,51,18,1
22,80,17,17,51,56,56,14,1
19,76,15,15,42,46,47,14,1
22,80,17,17,50,56,56,18,1
19,77,15,15,46,50,50,16,1
22,81,18,18,50,55,57,10,0
23,82,18,18,54,59,58,10,0
22,80,17,17,50,55,55,16,0
22,80,17,17,50,55,54,6,0
22,80,17,17,48,53,54,12,0
19,76,15,15,44,49,49,15,0
22,80,18,18,49,54,55,15,0
21,80,17,17,51,55,55,11,0
20,78,16,16,46,50,51,12,0
22,81,17,17,49,55,56,14,0
20,76,16,15,42,47,48,10,0
21,79,17,17,48,52,53,12,0
22,81,18,18,51,56,56,7,0
22,80,18,17,50,55,56,18,0
21,80,17,17,49,54,55,15,0
22,81,18,18,50,55,56,11,0
21,79,16,16,47,52,53,13,0
22,81,17,17,49,55,56,12,0
21,79,17,17,48,54,55,20,0
21,80,17,17,49,54,55,13,0
19,80,17,17,46,51,55,22,0
20,77,15,15,45,52,52,21,0
21,79,17,16,49,54,55,21,0
22,81,17,17,50,56,56,14,0
23,81,18,18,51,56,57,18,0
23,82,19,19,55,59,59,11,0
22,80,18,18,50,55,55,19,0
22,80,18,18,50,55,56,18,0
22,80,17,17,50,55,55,15,0
22,80,18,18,50,55,56,20,0
21,80,17,17,50,55,55,16,0
20,77,16,16,46,52,51,16,1
22,81,17,17,49,55,55,10,0
21,80,17,17,50,55,55,10,0
20,79,16,16,48,53,53,17,0
20,78,16,16,43,49,50,9,0
21,80,17,17,47,52,54,12,0
21,79,16,16,46,52,53,16,0
22,80,18,18,49,54,55,16,0
21,80,17,17,50,55,54,10,0
21,78,16,16,46,52,52,11,0
22,80,17,17,49,54,55,12,0
19,74,15,15,40,44,45,12,0
21,79,16,16,48,53,54,11,0
22,80,17,17,50,55,55,8,0
21,79,17,17,48,54,54,17,0
21,79,17,16,48,53,54,15,0
21,80,17,17,47,53,54,11,0
22,80,17,17,49,54,55,14,0
21,79,16,16,46,53,53,15,0
21,79,17,17,48,54,54,20,0
22,81,17,17,50,55,56,12,0
20,78,16,16,47,52,53,22,0
21,79,17,17,49,54,55,20,0
21,79,17,17,49,54,55,20,0
21,79,17,16,48,53,54,13,0
21,79,17,17,49,54,55,18,0
23,82,18,18,53,59,59,10,0
22,80,17,17,49,54,54,19,0
22,80,18,18,50,55,56,16,0
23,81,18,18,52,57,57,14,0
20,77,16,15,46,51,52,18,0
21,79,16,16,48,54,54,15,0
22,79,17,17,48,54,54,13,1
23,81,18,18,50,55,57,12,0
25,84,20,20,59,63,63,7,0
22,80,17,17,49,55,54,16,0
21,80,17,17,49,54,55,6,0
23,81,18,18,50,55,56,14,0
21,80,17,17,49,53,54,15,0
21,79,17,17,47,52,53,18,0
23,82,19,19,55,59,59,10,0
22,81,17,17,49,55,56,10,0
23,82,18,18,51,56,58,13,0
22,82,17,17,50,56,58,8,0
22,80,17,17,49,55,55,13,0
25,84,20,20,57,61,61,4,0
23,80,18,18,50,55,56,18,0
24,83,21,20,55,58,60,14,0
23,81,18,18,50,55,56,13,0
21,80,17,17,48,53,54,12,0
22,81,18,18,50,55,56,14,0
22,80,18,18,50,55,55,20,0
23,81,19,18,52,56,57,13,0
23,80,18,18,50,54,56,23,0
23,81,18,18,52,56,57,18,0
22,80,17,17,50,55,55,19,0
23,82,18,18,53,57,58,13,0
22,79,17,16,48,53,54,20,0
23,82,19,19,53,58,58,15,0
22,80,18,18,49,54,55,20,0
23,81,18,18,52,56,57,14,0
21,80,17,17,48,54,54,16,0
22,80,17,17,48,54,55,19,0
23,82,18,18,53,57,58,11,0
21,80,17,17,49,55,54,18,1
24,81,20,19,50,55,57,17,0
24,84,20,20,57,61,61,6,0
25,83,21,21,57,60,61,10,0
23,82,18,18,55,59,57,8,0
22,80,18,18,49,54,55,13,0
22,80,17,17,48,53,54,11,0
23,80,18,18,49,54,55,18,0
26,84,21,21,57,61,62,9,0
21,79,16,16,47,52,53,12,0
24,82,19,19,51,56,58,16,0
20,77,16,16,43,48,50,9,0
27,84,23,23,58,62,63,15,0
25,83,20,20,56,61,60,6,0
25,83,21,21,55,59,61,15,0
23,81,19,19,50,55,57,15,0
25,83,21,21,55,59,61,14,0
21,80,17,17,49,54,54,11,0
27,84,24,23,59,63,64,12,0
23,81,19,19,51,56,56,18,0
21,79,17,17,47,52,53,16,0
19,78,15,15,45,49,51,21,0
27,85,22,22,59,64,65,15,0
24,82,19,19,54,58,58,14,0
24,82,20,20,54,59,59,12,0
23,82,19,19,53,58,58,13,0
24,84,21,20,56,60,62,8,0
24,82,20,19,54,59,59,15,0
23,80,19,18,50,55,55,18,0
23,81,19,19,51,56,57,17,0
22,81,18,18,50,55,56,15,0
23,81,19,19,50,55,56,21,0
25,83,21,21,58,61,62,16,0
18,77,14,14,45,50,50,21,1
19,76,15,15,43,48,48,13,0
20,79,16,16,45,51,52,7,0
21,82,18,18,47,52,58,10,0
22,82,18,18,52,57,57,7,0
22,81,18,18,50,56,57,11,0
21,80,17,17,47,51,54,11,0
22,81,18,17,52,56,56,5,0
22,81,17,17,49,54,56,8,0
22,80,18,17,50,55,55,12,0
23,82,18,18,50,55,57,9,0
23,82,19,19,52,57,58,9,0
22,81,18,18,51,56,55,11,0
22,81,18,18,50,54,56,11,0
18,71,13,13,37,41,41,16,1
19,78,15,15,44,50,52,17,1
22,82,18,18,47,53,58,7,0
23,82,19,19,50,55,58,15,0
21,79,17,16,48,53,54,17,0
20,78,16,16,50,54,52,11,0
23,82,19,19,51,55,59,9,0
22,81,17,17,49,55,56,12,0
22,82,18,18,52,57,58,3,0
27,84,21,21,56,62,63,13,0
23,81,19,18,51,56,58,7,0
25,84,20,20,58,62,62,10,0
25,81,20,20,52,56,58,16,0
23,82,18,18,52,58,59,11,0
22,80,18,18,49,54,56,19,0
23,82,19,19,51,56,59,1,0
23,83,19,19,53,58,60,7,0
27,86,22,22,61,65,66,7,0
22,82,17,17,56,61,59,7,0
26,82,26,21,55,59,60,20,0
20,76,14,15,43,50,48,13,0
20,77,16,16,42,47,47,8,0
24,82,20,19,54,59,59,12,0
20,77,15,16,41,46,48,1,0
34,87,37,31,73,73,75,17,0
21,80,16,16,47,53,54,17,0
19,78,16,16,46,51,52,12,0
21,79,17,16,52,56,54,16,0
21,79,17,16,52,56,53,7,0
22,81,18,17,49,54,56,2,0
22,82,19,19,49,54,58,13,0
20,78,16,16,46,52,52,13,0
21,79,16,16,46,52,53,9,0
24,81,20,19,50,55,56,18,0
23,81,18,18,52,57,57,14,0
23,83,18,18,53,57,60,10,0
22,80,18,17,52,56,56,17,0
26,82,21,21,52,56,58,20,0
21,80,17,16,48,54,54,6,0
22,82,18,18,53,57,58,5,0
22,80,17,17,48,54,55,8,0
21,79,17,17,48,53,54,19,0
22,81,18,17,56,59,58,6,0
20,78,16,16,44,48,51,9,0
23,80,19,17,50,55,56,15,0
26,84,24,22,61,64,67,3,0
21,80,17,17,49,54,55,12,0
21,83,18,18,47,52,59,8,0
22,81,18,18,49,55,57,2,0
22,81,18,17,51,56,57,10,0
21,78,16,16,46,51,51,6,0
22,80,17,17,50,55,55,16,0
25,87,20,20,65,69,69,5,0
21,79,17,17,49,54,55,22,0
24,84,19,19,57,61,61,8,0
20,75,15,15,41,46,46,7,0
25,84,23,19,56,62,64,6,0
20,78,16,16,52,56,52,5,0
22,80,18,18,48,53,55,21,0
26,85,21,21,59,64,65,15,0
23,82,19,18,53,58,58,12,0
20,72,15,15,38,42,38,8,0
23,82,18,18,51,57,58,17,0
21,80,17,17,49,54,55,16,0
21,80,17,17,48,54,55,11,0
20,78,16,16,48,51,51,14,0
21,79,17,16,46,52,53,17,0
26,86,22,22,63,65,68,5,0
28,85,31,24,63,66,66,10,0
18,72,12,14,30,33,33,6,0
22,82,18,17,50,55,56,9,0
19,73,14,14,33,40,39,0,0
20,78,16,16,45,50,52,15,0
19,74,14,14,36,42,42,13,0
23,82,18,17,53,60,60,7,0
18,76,14,15,44,47,48,14,0
20,75,15,16,39,43,43,6,0
21,79,17,16,45,51,53,3,0
20,77,15,15,42,49,48,12,0
20,78,16,16,44,49,50,6,0
23,81,19,19,52,56,57,15,0
22,81,18,18,50,55,56,14,0
19,73,15,15,38,42,42,2,0
19,76,15,15,44,49,49,10,1
22,81,17,17,49,55,56,17,1
16,58,12,12,2,3,0,7,1
20,78,16,16,45,51,52,18,1
18,74,14,14,41,45,47,23,1
20,78,16,16,49,53,51,11,1
21,79,17,17,47,53,54,14,1
22,81,18,18,48,54,57,10,0
23,82,19,19,51,56,58,14,0
21,79,17,17,49,54,54,18,0
22,81,18,18,50,54,58,4,0
22,80,17,17,48,54,55,15,0
24,84,19,19,58,62,62,5,0
27,84,21,21,55,61,62,6,0
23,81,18,18,50,56,57,9,0
24,83,20,19,56,60,61,7,0
25,82,21,21,52,57,59,13,0
22,81,17,17,50,56,56,9,0
23,81,19,19,51,55,57,17,0
22,81,18,18,49,54,57,1,0
24,83,19,19,54,59,60,10,0
27,85,23,22,61,64,66,6,0
23,81,18,17,54,59,58,9,0
25,83,22,21,55,59,60,18,0
21,79,16,16,48,55,54,12,0
22,81,17,17,51,57,56,7,0
22,80,18,17,51,55,55,7,0
25,86,20,20,61,67,67,8,0
25,82,21,21,55,58,60,18,0
22,82,19,18,52,56,58,11,0
23,82,17,17,53,59,58,6,0
21,82,17,17,45,50,57,3,0
23,81,18,18,51,56,57,18,0
20,80,17,17,47,51,55,10,0
20,77,16,16,52,54,51,18,0
20,77,16,16,43,48,49,2,0
20,80,17,17,44,49,54,8,0
21,79,16,16,49,54,54,17,0
21,80,17,17,50,54,55,15,0
24,81,20,20,51,55,57,21,0
31,88,25,25,68,73,72,11,0
23,83,18,18,54,58,59,5,0
26,83,21,21,58,62,63,12,0
24,82,20,20,54,58,60,17,0
21,80,17,17,50,55,55,8,0
22,81,17,17,50,55,56,9,0
23,82,18,18,53,61,61,6,0
22,80,17,17,48,53,55,16,0
21,79,16,16,47,53,52,10,0
20,79,17,17,44,49,54,14,0
20,80,17,17,46,51,54,12,0
22,81,17,17,51,57,59,10,0
23,83,19,19,53,57,60,1,0
22,80,17,17,49,54,55,14,0
19,77,16,15,44,49,49,10,0
21,80,17,17,47,52,54,1,0
22,82,18,17,52,57,58,12,0
21,80,17,17,49,53,54,4,0
21,79,17,17,50,54,54,17,0
26,88,22,22,68,69,70,5,0
21,79,17,17,49,54,55,22,0
22,82,18,18,55,59,59,4,0
22,81,18,18,54,58,57,11,0
24,83,20,19,55,59,60,6,0
23,82,18,18,58,63,59,6,0
22,80,19,18,49,53,55,21,0
23,81,18,18,52,57,57,11,0
21,80,17,17,49,54,55,14,0
20,75,16,16,40,44,45,10,0
22,81,18,17,51,56,57,13,0
21,80,17,17,49,54,55,15,0
20,78,16,16,46,51,53,15,0
22,81,17,17,51,56,56,16,0
21,80,17,17,48,53,54,16,0
23,82,18,18,52,57,59,5,0
26,83,23,22,56,59,60,10,0
17,73,12,13,33,38,39,14,0
22,82,17,17,50,56,57,1,0
24,84,20,19,58,63,64,10,0
18,70,13,14,30,34,33,2,0
20,78,16,16,46,51,52,15,0
20,77,15,15,44,49,50,14,0
20,78,15,15,46,52,51,9,0
21,79,17,16,48,53,54,13,0
20,76,15,15,39,43,45,8,0
15,71,12,12,36,39,41,2,0
20,79,15,16,44,50,51,5,0
21,80,17,17,48,53,54,5,0
23,81,19,19,52,56,57,16,0
23,81,18,17,53,58,58,17,0
22,80,17,17,50,54,55,15,0
19,77,16,16,39,43,49,11,0
